2026-03-23 00:11 <WARNING>  [0s] Multiple Renal Clearances specified, but not the same. RenalDynamics will override Systemic. 
2026-03-23 00:12 <INFO>  [5m0s] 184.96s - Resetting the target for TidalVolume to 0.508185, the last target value was 0.509574 
2026-03-23 00:12 <INFO>  [5m6s] Converging System... it took 1.23s to simulate the past 10s 
2026-03-23 00:12 <INFO>  [5m10s] 195.14s - Resetting the target for SystolicArterialPressure to 110.291, the last target value was 110.571 
2026-03-23 00:12 <INFO>  [5m15s] 199.76s - Resetting the target for EndTidalCarbonDioxideFraction to 0.0410378, the last target value was 0.0411489 
2026-03-23 00:12 <INFO>  [5m16s] Converging System... it took 1.2s to simulate the past 10s 
2026-03-23 00:12 <INFO>  [5m20s] 205.22s - Resetting the target for CardiacOutput to 6327.45, the last target value was 6311.6 
2026-03-23 00:12 <INFO>  [5m21s] 206.06s - Resetting the target for DiastolicArterialPressure to 69.468, the last target value was 69.6459 
2026-03-23 00:12 <INFO>  [5m22s] 207.16s - Resetting the target for TidalVolume to 0.506894, the last target value was 0.508185 
2026-03-23 00:12 <INFO>  [5m24s] 209.24s - Resetting the target for SkinTemperatureLeftLeg to 34.9808, the last target value was 34.8935 
2026-03-23 00:12 <INFO>  [5m24s] 209.24s - Resetting the target for SkinTemperatureRightLeg to 34.9808, the last target value was 34.8935 
2026-03-23 00:12 <INFO>  [5m26s] Converging System... it took 1.21s to simulate the past 10s 
2026-03-23 00:12 <INFO>  [5m27s] 211.72s - Resetting the target for SkinTemperatureHead to 34.7381, the last target value was 34.6515 
2026-03-23 00:12 <INFO>  [5m27s] 211.84s - Resetting the target for SkinTemperatureLeftArm to 34.7564, the last target value was 34.6697 
2026-03-23 00:12 <INFO>  [5m27s] 211.84s - Resetting the target for SkinTemperatureRightArm to 34.7564, the last target value was 34.6697 
2026-03-23 00:12 <INFO>  [5m36s] Converging System... it took 1.2s to simulate the past 10s 
2026-03-23 00:12 <INFO>  [5m37s] 221.96s - Resetting the target for EndTidalCarbonDioxideFraction to 0.0409248, the last target value was 0.0410378 
2026-03-23 00:12 <INFO>  [5m45s] 229.36s - Resetting the target for TidalVolume to 0.505432, the last target value was 0.506894 
2026-03-23 00:12 <INFO>  [5m46s] Converging System... it took 1.2s to simulate the past 10s 
2026-03-23 00:12 <INFO>  [5m46s] 230.96s - Resetting the target for SkinTemperatureTorso to 35.0706, the last target value was 34.9831 
2026-03-23 00:12 <INFO>  [5m52s] 236.8s - Resetting the target for TidalVolume to 0.502532, the last target value was 0.505432 
2026-03-23 00:12 <INFO>  [5m56s] Converging System... it took 1.2s to simulate the past 10s 
2026-03-23 00:12 <INFO>  [6m6s] Converging System... it took 1.19s to simulate the past 10s 
2026-03-23 00:12 <WARNING>  [6m7s] We have passed required and optional convergence criteria. 
2026-03-23 00:12 <INFO>  [6m7s] Convergence took 30.8s to simulate 252s to get engine to a steady state 
2026-03-23 00:12 <INFO>  [6m7s] Secondary Stabilization Homeostasis: Patient heart rate = 72(1/min) 
2026-03-23 00:12 <INFO>  [6m7s] Secondary Stabilization Homeostasis: Patient diastolic arterial pressure = 69.3946(mmHg) 
2026-03-23 00:12 <INFO>  [6m7s] Secondary Stabilization Homeostasis: Patient systolic arterial pressure = 110.204(mmHg) 
2026-03-23 00:12 <INFO>  [6m7s] Secondary Stabilization Homeostasis: Patient mean arterial pressure = 90.8899(mmHg) 
2026-03-23 00:12 <INFO>  [6m7s] Secondary Stabilization Homeostasis: Patient respiration rate = 16.129 bpm. 
2026-03-23 00:12 <INFO>  [6m7s] Secondary Stabilization Homeostasis: Patient tidal volume = 0.501971 L. 
2026-03-23 00:12 <INFO>  [6m7s] Secondary Stabilization Homeostasis: Patient functional residual capacity = 2.39582 L. 
2026-03-23 00:12 <INFO>  [6m7s] Secondary Stabilization Homeostasis: Patient vital capacity = 4.5 L. 
2026-03-23 00:12 <INFO>  [6m7s] Secondary Stabilization Homeostasis: Patient expiratory reserve volume = 0.895822 L. 
2026-03-23 00:12 <INFO>  [6m7s] Secondary Stabilization Homeostasis: Patient inspiratory reserve volume = 3.10221 L. 
2026-03-23 00:12 <INFO>  [6m7s] Secondary Stabilization Homeostasis: Patient inspiratory capacity = 3.60418 L. 
2026-03-23 00:12 <INFO>  [6m7s] Nutrient stores refilled after stabilization 
2026-03-23 00:12 <INFO>  [6m7s] Finalizing homeostasis 
2026-03-23 00:12 <INFO>  [6m37s] Engine is now Active 
2026-03-23 00:12 <INFO>  [0s] Executing Scenario 
2026-03-23 00:12 <INFO>  [30s] [Condition] Patient Condition : DiabetesType1
	Diabetes Type 1 Insulin Production Severity: 0.700000[Condition] Patient Condition : Anemia
	Reduction Factor: 0.300000[Condition] Patient Condition : COPD
	BronchitisSeverity: 0.200000
	EmphysemaSeverity: 0.200000[Action] 30.02(s), Type : SaveFilename : C:/health-digital-twin/biogears_service/engine/BioGears/bin/UHI0123.xml 
2026-03-23 00:12 <INFO>  [30s] It took 3.8s to run this simulation 
